Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
I12936	I12936_ERS8208083	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12936_ERS8208083_L1_R1.fastq.gz	NA	NA
I12935	I12935_ERS8208081	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12935_ERS8208081_L1_R1.fastq.gz	NA	NA
I12931	I12931_ERS8208078	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12931_ERS8208078_L1_R1.fastq.gz	NA	NA
I12936	I12936_ERS8208084	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12936_ERS8208084_L1_R1.fastq.gz	NA	NA
I13025	I13025_ERS8208085	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13025_ERS8208085_L1_R1.fastq.gz	NA	NA
I13027	I13027_ERS8208090	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13027_ERS8208090_L1_R1.fastq.gz	NA	NA
I12932	I12932_ERS8208079	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12932_ERS8208079_L1_R1.fastq.gz	NA	NA
I12931	I12931_ERS8208077	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12931_ERS8208077_L1_R1.fastq.gz	NA	NA
I12932	I12932_ERS8208080	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12932_ERS8208080_L1_R1.fastq.gz	NA	NA
I13026	I13026_ERS8208087	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13026_ERS8208087_L1_R1.fastq.gz	NA	NA
I13025	I13025_ERS8208086	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13025_ERS8208086_L1_R1.fastq.gz	NA	NA
I13026	I13026_ERS8208088	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13026_ERS8208088_L1_R1.fastq.gz	NA	NA
I12935	I12935_ERS8208082	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12935_ERS8208082_L1_R1.fastq.gz	NA	NA
I12927	I12927_ERS8208076	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I12927_ERS8208076_L1_R1.fastq.gz	NA	NA
I11995	I11995_ERS8207967	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I11995_ERS8207967_L1_R1.fastq.gz	NA	NA
I11995	I11995_ERS8207968	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I11995_ERS8207968_L1_R1.fastq.gz	NA	NA
I13683	I13683_ERS8208123	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13683_ERS8208123_L1_R1.fastq.gz	NA	NA
I13688	I13688_ERS8208131	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13688_ERS8208131_L1_R1.fastq.gz	NA	NA
I13685	I13685_ERS8208128	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13685_ERS8208128_L1_R1.fastq.gz	NA	NA
I13687	I13687_ERS8208129	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13687_ERS8208129_L1_R1.fastq.gz	NA	NA
I13684	I13684_ERS8208126	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13684_ERS8208126_L1_R1.fastq.gz	NA	NA
I13681	I13681_ERS8208119	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13681_ERS8208119_L1_R1.fastq.gz	NA	NA
I13681	I13681_ERS8208120	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13681_ERS8208120_L1_R1.fastq.gz	NA	NA
I13682	I13682_ERS8208121	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13682_ERS8208121_L1_R1.fastq.gz	NA	NA
I13683	I13683_ERS8208124	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13683_ERS8208124_L1_R1.fastq.gz	NA	NA
I13688	I13688_ERS8208132	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13688_ERS8208132_L1_R1.fastq.gz	NA	NA
I13689	I13689_ERS8208134	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13689_ERS8208134_L1_R1.fastq.gz	NA	NA
I13682	I13682_ERS8208122	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13682_ERS8208122_L1_R1.fastq.gz	NA	NA
I13467	I13467_ERS8208094	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13467_ERS8208094_L1_R1.fastq.gz	NA	NA
I13028	I13028_ERS8208091	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13028_ERS8208091_L1_R1.fastq.gz	NA	NA
I13468	I13468_ERS8208096	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13468_ERS8208096_L1_R1.fastq.gz	NA	NA
I13469	I13469_ERS8208098	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13469_ERS8208098_L1_R1.fastq.gz	NA	NA
I13468	I13468_ERS8208095	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13468_ERS8208095_L1_R1.fastq.gz	NA	NA
I13469	I13469_ERS8208097	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13469_ERS8208097_L1_R1.fastq.gz	NA	NA
I13467	I13467_ERS8208093	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13467_ERS8208093_L1_R1.fastq.gz	NA	NA
I13028	I13028_ERS8208092	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13028_ERS8208092_L1_R1.fastq.gz	NA	NA
I16396	I16396_ERS8208557	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I16396_ERS8208557_L1_R1.fastq.gz	NA	NA
I13621	I13621_ERS8208113	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13621_ERS8208113_L1_R1.fastq.gz	NA	NA
I13621	I13621_ERS8208114	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13621_ERS8208114_L1_R1.fastq.gz	NA	NA
I13685	I13685_ERS8208127	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13685_ERS8208127_L1_R1.fastq.gz	NA	NA
I13690	I13690_ERS8208135	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13690_ERS8208135_L1_R1.fastq.gz	NA	NA
I13687	I13687_ERS8208130	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13687_ERS8208130_L1_R1.fastq.gz	NA	NA
I13623	I13623_ERS8208116	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13623_ERS8208116_L1_R1.fastq.gz	NA	NA
I13689	I13689_ERS8208133	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13689_ERS8208133_L1_R1.fastq.gz	NA	NA
I13623	I13623_ERS8208115	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13623_ERS8208115_L1_R1.fastq.gz	NA	NA
I13680	I13680_ERS8208117	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13680_ERS8208117_L1_R1.fastq.gz	NA	NA
I13680	I13680_ERS8208118	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13680_ERS8208118_L1_R1.fastq.gz	NA	NA
I13752	I13752_ERS8208169	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13752_ERS8208169_L1_R1.fastq.gz	NA	NA
I13751	I13751_ERS8208168	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13751_ERS8208168_L1_R1.fastq.gz	NA	NA
I17015	I17015_ERS8208707	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17015_ERS8208707_L1_R1.fastq.gz	NA	NA
I13752	I13752_ERS8208170	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13752_ERS8208170_L1_R1.fastq.gz	NA	NA
I13753	I13753_ERS8208171	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13753_ERS8208171_L1_R1.fastq.gz	NA	NA
I13615	I13615_ERS8208104	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13615_ERS8208104_L1_R1.fastq.gz	NA	NA
I13616	I13616_ERS8208106	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13616_ERS8208106_L1_R1.fastq.gz	NA	NA
I13616	I13616_ERS8208105	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13616_ERS8208105_L1_R1.fastq.gz	NA	NA
I13615	I13615_ERS8208103	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13615_ERS8208103_L1_R1.fastq.gz	NA	NA
I13620	I13620_ERS8208112	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13620_ERS8208112_L1_R1.fastq.gz	NA	NA
I13897	I13897_ERS8208227	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13897_ERS8208227_L1_R1.fastq.gz	NA	NA
I13893	I13893_ERS8208226	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13893_ERS8208226_L1_R1.fastq.gz	NA	NA
I13892	I13892_ERS8208224	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13892_ERS8208224_L1_R1.fastq.gz	NA	NA
I13893	I13893_ERS8208225	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13893_ERS8208225_L1_R1.fastq.gz	NA	NA
I16596	I16596_ERS8208668	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16596_ERS8208668_L1_R1.fastq.gz	NA	NA
I13892	I13892_ERS8208223	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13892_ERS8208223_L1_R1.fastq.gz	NA	NA
I13891	I13891_ERS8208222	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13891_ERS8208222_L1_R1.fastq.gz	NA	NA
I16617	I16617_ERS8208692	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16617_ERS8208692_L1_R1.fastq.gz	NA	NA
I16597	I16597_ERS8208669	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16597_ERS8208669_L1_R1.fastq.gz	NA	NA
I16618	I16618_ERS8208693	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16618_ERS8208693_L1_R1.fastq.gz	NA	NA
I13684	I13684_ERS8208125	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13684_ERS8208125_L1_R1.fastq.gz	NA	NA
I13729	I13729_ERS8208159	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13729_ERS8208159_L1_R1.fastq.gz	NA	NA
I13732	I13732_ERS8208165	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13732_ERS8208165_L1_R1.fastq.gz	NA	NA
I13732	I13732_ERS8208166	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13732_ERS8208166_L1_R1.fastq.gz	NA	NA
I13731	I13731_ERS8208163	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13731_ERS8208163_L1_R1.fastq.gz	NA	NA
I13730	I13730_ERS8208162	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13730_ERS8208162_L1_R1.fastq.gz	NA	NA
I13731	I13731_ERS8208164	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13731_ERS8208164_L1_R1.fastq.gz	NA	NA
I13729	I13729_ERS8208160	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13729_ERS8208160_L1_R1.fastq.gz	NA	NA
I13751	I13751_ERS8208167	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13751_ERS8208167_L1_R1.fastq.gz	NA	NA
I13730	I13730_ERS8208161	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13730_ERS8208161_L1_R1.fastq.gz	NA	NA
I13753	I13753_ERS8208172	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13753_ERS8208172_L1_R1.fastq.gz	NA	NA
I13710	I13710_ERS8208137	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13710_ERS8208137_L1_R1.fastq.gz	NA	NA
I13712	I13712_ERS8208142	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13712_ERS8208142_L1_R1.fastq.gz	NA	NA
I13710	I13710_ERS8208138	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13710_ERS8208138_L1_R1.fastq.gz	NA	NA
I13690	I13690_ERS8208136	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13690_ERS8208136_L1_R1.fastq.gz	NA	NA
I13713	I13713_ERS8208144	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13713_ERS8208144_L1_R1.fastq.gz	NA	NA
I13712	I13712_ERS8208141	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13712_ERS8208141_L1_R1.fastq.gz	NA	NA
I13711	I13711_ERS8208140	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13711_ERS8208140_L1_R1.fastq.gz	NA	NA
I13714	I13714_ERS8208145	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13714_ERS8208145_L1_R1.fastq.gz	NA	NA
I13713	I13713_ERS8208143	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13713_ERS8208143_L1_R1.fastq.gz	NA	NA
I13711	I13711_ERS8208139	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13711_ERS8208139_L1_R1.fastq.gz	NA	NA
I1389	I1389_ERS8208234	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I1389_ERS8208234_L1_R1.fastq.gz	NA	NA
I1389	I1389_ERS8208233	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I1389_ERS8208233_L1_R1.fastq.gz	NA	NA
I14192	I14192_ERS8208274	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14192_ERS8208274_L1_R1.fastq.gz	NA	NA
I15045	I15045_ERS8208427	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I15045_ERS8208427_L1_R1.fastq.gz	NA	NA
I14190	I14190_ERS8208270	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14190_ERS8208270_L1_R1.fastq.gz	NA	NA
I14191	I14191_ERS8208271	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14191_ERS8208271_L1_R1.fastq.gz	NA	NA
I13795	I13795_ERS8208210	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13795_ERS8208210_L1_R1.fastq.gz	NA	NA
I13796	I13796_ERS8208211	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13796_ERS8208211_L1_R1.fastq.gz	NA	NA
I13891	I13891_ERS8208221	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13891_ERS8208221_L1_R1.fastq.gz	NA	NA
I13798	I13798_ERS8208214	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13798_ERS8208214_L1_R1.fastq.gz	NA	NA
I14193	I14193_ERS8208276	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14193_ERS8208276_L1_R1.fastq.gz	NA	NA
I14190	I14190_ERS8208269	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14190_ERS8208269_L1_R1.fastq.gz	NA	NA
I14189	I14189_ERS8208268	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14189_ERS8208268_L1_R1.fastq.gz	NA	NA
I14193	I14193_ERS8208275	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14193_ERS8208275_L1_R1.fastq.gz	NA	NA
I13889	I13889_ERS8208217	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13889_ERS8208217_L1_R1.fastq.gz	NA	NA
I13798	I13798_ERS8208213	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13798_ERS8208213_L1_R1.fastq.gz	NA	NA
I13799	I13799_ERS8208215	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13799_ERS8208215_L1_R1.fastq.gz	NA	NA
I14200	I14200_ERS8208277	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14200_ERS8208277_L1_R1.fastq.gz	NA	NA
I14188	I14188_ERS8208266	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14188_ERS8208266_L1_R1.fastq.gz	NA	NA
I13890	I13890_ERS8208220	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13890_ERS8208220_L1_R1.fastq.gz	NA	NA
I13796	I13796_ERS8208212	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13796_ERS8208212_L1_R1.fastq.gz	NA	NA
I13799	I13799_ERS8208216	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13799_ERS8208216_L1_R1.fastq.gz	NA	NA
I13889	I13889_ERS8208218	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13889_ERS8208218_L1_R1.fastq.gz	NA	NA
I14189	I14189_ERS8208267	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14189_ERS8208267_L1_R1.fastq.gz	NA	NA
I14192	I14192_ERS8208273	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14192_ERS8208273_L1_R1.fastq.gz	NA	NA
I14188	I14188_ERS8208265	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14188_ERS8208265_L1_R1.fastq.gz	NA	NA
I14191	I14191_ERS8208272	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14191_ERS8208272_L1_R1.fastq.gz	NA	NA
I13890	I13890_ERS8208219	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13890_ERS8208219_L1_R1.fastq.gz	NA	NA
I13795	I13795_ERS8208209	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13795_ERS8208209_L1_R1.fastq.gz	NA	NA
I1391	I1391_ERS8208235	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I1391_ERS8208235_L1_R1.fastq.gz	NA	NA
I13898	I13898_ERS8208229	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13898_ERS8208229_L1_R1.fastq.gz	NA	NA
I13899	I13899_ERS8208232	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13899_ERS8208232_L1_R1.fastq.gz	NA	NA
I13897	I13897_ERS8208228	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13897_ERS8208228_L1_R1.fastq.gz	NA	NA
I13899	I13899_ERS8208231	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13899_ERS8208231_L1_R1.fastq.gz	NA	NA
I13898	I13898_ERS8208230	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13898_ERS8208230_L1_R1.fastq.gz	NA	NA
I14103	I14103_ERS8208249	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14103_ERS8208249_L1_R1.fastq.gz	NA	NA
I14097	I14097_ERS8208240	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14097_ERS8208240_L1_R1.fastq.gz	NA	NA
I14102	I14102_ERS8208248	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14102_ERS8208248_L1_R1.fastq.gz	NA	NA
I14100	I14100_ERS8208244	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14100_ERS8208244_L1_R1.fastq.gz	NA	NA
I14103	I14103_ERS8208250	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14103_ERS8208250_L1_R1.fastq.gz	NA	NA
I14096	I14096_ERS8208237	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14096_ERS8208237_L1_R1.fastq.gz	NA	NA
I14101	I14101_ERS8208246	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14101_ERS8208246_L1_R1.fastq.gz	NA	NA
I14105	I14105_ERS8208253	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14105_ERS8208253_L1_R1.fastq.gz	NA	NA
I14186	I14186_ERS8208264	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14186_ERS8208264_L1_R1.fastq.gz	NA	NA
I14106	I14106_ERS8208256	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14106_ERS8208256_L1_R1.fastq.gz	NA	NA
I14106	I14106_ERS8208255	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14106_ERS8208255_L1_R1.fastq.gz	NA	NA
I14107	I14107_ERS8208258	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14107_ERS8208258_L1_R1.fastq.gz	NA	NA
I14107	I14107_ERS8208257	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14107_ERS8208257_L1_R1.fastq.gz	NA	NA
I14186	I14186_ERS8208263	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14186_ERS8208263_L1_R1.fastq.gz	NA	NA
I14185	I14185_ERS8208262	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14185_ERS8208262_L1_R1.fastq.gz	NA	NA
I14108	I14108_ERS8208260	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14108_ERS8208260_L1_R1.fastq.gz	NA	NA
I14108	I14108_ERS8208259	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14108_ERS8208259_L1_R1.fastq.gz	NA	NA
I14105	I14105_ERS8208254	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I14105_ERS8208254_L1_R1.fastq.gz	NA	NA
I14185	I14185_ERS8208261	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14185_ERS8208261_L1_R1.fastq.gz	NA	NA
I16597	I16597_ERS8208670	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16597_ERS8208670_L1_R1.fastq.gz	NA	NA
I13759	I13759_ERS8208183	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13759_ERS8208183_L1_R1.fastq.gz	NA	NA
I13758	I13758_ERS8208181	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13758_ERS8208181_L1_R1.fastq.gz	NA	NA
I13758	I13758_ERS8208182	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13758_ERS8208182_L1_R1.fastq.gz	NA	NA
I13757	I13757_ERS8208180	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13757_ERS8208180_L1_R1.fastq.gz	NA	NA
I13759	I13759_ERS8208184	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13759_ERS8208184_L1_R1.fastq.gz	NA	NA
I13791	I13791_ERS8208201	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13791_ERS8208201_L1_R1.fastq.gz	NA	NA
I13794	I13794_ERS8208207	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13794_ERS8208207_L1_R1.fastq.gz	NA	NA
I13789	I13789_ERS8208200	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13789_ERS8208200_L1_R1.fastq.gz	NA	NA
I13794	I13794_ERS8208208	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13794_ERS8208208_L1_R1.fastq.gz	NA	NA
I13793	I13793_ERS8208205	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13793_ERS8208205_L1_R1.fastq.gz	NA	NA
I13791	I13791_ERS8208202	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13791_ERS8208202_L1_R1.fastq.gz	NA	NA
I13792	I13792_ERS8208203	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13792_ERS8208203_L1_R1.fastq.gz	NA	NA
I13792	I13792_ERS8208204	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13792_ERS8208204_L1_R1.fastq.gz	NA	NA
I16792	I16792_ERS8208704	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I16792_ERS8208704_L1_R1.fastq.gz	NA	NA
I13789	I13789_ERS8208199	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13789_ERS8208199_L1_R1.fastq.gz	NA	NA
I13793	I13793_ERS8208206	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13793_ERS8208206_L1_R1.fastq.gz	NA	NA
I13757	I13757_ERS8208179	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13757_ERS8208179_L1_R1.fastq.gz	NA	NA
I13754	I13754_ERS8208173	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13754_ERS8208173_L1_R1.fastq.gz	NA	NA
I13756	I13756_ERS8208177	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13756_ERS8208177_L1_R1.fastq.gz	NA	NA
I13754	I13754_ERS8208174	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13754_ERS8208174_L1_R1.fastq.gz	NA	NA
I13755	I13755_ERS8208176	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13755_ERS8208176_L1_R1.fastq.gz	NA	NA
I13756	I13756_ERS8208178	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13756_ERS8208178_L1_R1.fastq.gz	NA	NA
I13755	I13755_ERS8208175	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I13755_ERS8208175_L1_R1.fastq.gz	NA	NA
I13788	I13788_ERS8208197	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13788_ERS8208197_L1_R1.fastq.gz	NA	NA
I13788	I13788_ERS8208198	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13788_ERS8208198_L1_R1.fastq.gz	NA	NA
I13787	I13787_ERS8208196	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I13787_ERS8208196_L1_R1.fastq.gz	NA	NA
